	Domain	Phylum	Class	Order	Family	Genus	Species
OTU01460	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. 44 R 15
OTU01461	Eukaryota	 Basidiomycota	 Wallemiomycetes	 Wallemiales	 Wallemiaceae	 Wallemia	 Wallemia hederae
OTU01462	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	 Mucilaginibacter straminoryzae
OTU01463	Eukaryota	 Haptophyta	 NA	 Pavlovales	 NA	 NA	 Pavlovales sp. CCMP2436
OTU01464	Eukaryota	 Ascomycota	 Leotiomycetes	 Erysiphales	 Erysiphaceae	 Erysiphe	 Erysiphe pulchra
OTU01465	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Sphingobacterium	 Sphingobacterium siyangense
OTU01466	Eukaryota	 Apicomplexa	 Aconoidasida	 Haemosporida	 Plasmodiidae	 Plasmodium	 Plasmodium vinckei
OTU01467	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Eubacteriaceae	 Eubacterium	 Eubacterium sp. CAG:115
OTU01468	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Moraxellales	 Moraxellaceae	 NA	 NA
OTU01469	Bacteria	 NA	 Deltaproteobacteria	 NA	 NA	 NA	 Deltaproteobacteria bacterium Smac51
OTU01470	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Nitrobacteraceae	 Bradyrhizobium	 Bradyrhizobium sp. LTSP885
OTU01471	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Roseburia	 Roseburia porci
OTU01472	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Franconibacter	 NA
OTU01473	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas fluorescens group sp.
OTU01474	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Fredinandcohnia	 Fredinandcohnia onubensis
OTU01475	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Salisediminibacterium	 Salisediminibacterium beveridgei
OTU01476	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. YY-1
OTU01477	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Arcticibacter	 Arcticibacter svalbardensis
OTU01478	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Paenibacillaceae	 Thermobacillus	 NA
OTU01479	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Sporobacter	 Sporobacter termitidis
OTU01480	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	 Enterococcus mundtii
OTU01481	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Muricomes	 Muricomes intestini
OTU01482	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Neisseriales	 Chromobacteriaceae	 Chitinibacter	 Chitinibacter fontanus
OTU01483	Bacteria	 Acidobacteriota	 NA	 NA	 NA	 NA	 NA
OTU01484	Eukaryota	 NA	 Dinophyceae	 Suessiales	 Symbiodiniaceae	 Cladocopium	 Cladocopium goreaui
OTU01485	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Oribacterium	 NA
OTU01486	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Pectobacteriaceae	 Affinibrenneria	 Affinibrenneria salicis
OTU01487	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Phenylobacterium	 Phenylobacterium kunshanense
OTU01488	Bacteria	 Bacillota	 Negativicutes	 Selenomonadales	 Sporomusaceae	 NA	 NA
OTU01489	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Orbales	 Orbaceae	 Gilliamella	 Gilliamella apicola
OTU01490	Eukaryota	 Mucoromycota	 Umbelopsidomycetes	 Umbelopsidales	 Umbelopsidaceae	 Umbelopsis	 NA
OTU01491	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Morganellaceae	 Xenorhabdus	 Xenorhabdus szentirmaii
OTU01492	Bacteria	 Bacillota	 Bacilli	 NA	 NA	 NA	 Bacilli bacterium
OTU01493	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas vancouverensis
OTU01494	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas brassicacearum
OTU01495	Bacteria	 Spirochaetota	 Spirochaetia	 Spirochaetales	 Borreliaceae	 Borrelia	 Borrelia crocidurae
OTU01496	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Methylobacteriaceae	 Methylorubrum	 Methylorubrum extorquens
OTU01497	Bacteria	 Campylobacterota	 Epsilonproteobacteria	 Campylobacterales	 Sulfurospirillaceae	 Sulfurospirillum	 NA
OTU01498	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Pseudohoeflea	 Pseudohoeflea sp. DP4N28-3
OTU01499	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Eubacteriaceae	 Eubacterium	 Eubacterium plexicaudatum
OTU01500	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Phyllobacterium	 Phyllobacterium sp. YR531
OTU01501	Bacteria	 Bacillota	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 Holdemania	 Holdemania filiformis
OTU01502	Bacteria	 NA	 Deltaproteobacteria	 NA	 NA	 NA	 Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_57_22
OTU01503	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Qingrenia	 Qingrenia yutianensis
OTU01504	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter cryophilus
OTU01505	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Moraxellales	 Moraxellaceae	 Acinetobacter	 Acinetobacter sp. TAC-1
OTU01506	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Bacillus sp. CAG:988
OTU01507	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Alicyclobacillaceae	 Alicyclobacillus	 Alicyclobacillus tolerans
OTU01508	Bacteria	 Campylobacterota	 Epsilonproteobacteria	 Campylobacterales	 Helicobacteraceae	 Helicobacter	 Helicobacter rodentium
OTU01509	Eukaryota	 Chytridiomycota	 Chytridiomycetes	 Synchytriales	 Synchytriaceae	 Synchytrium	 Synchytrium endobioticum
OTU01510	Eukaryota	 Basidiomycota	 Agaricomycetes	 NA	 NA	 NA	 NA
OTU01511	Eukaryota	 Euglenozoa	 Euglenida	 Euglenales	 Euglenaceae	 Euglena	 Euglena gracilis
OTU01512	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Daejeonella	 Daejeonella sp. H1SJ63
OTU01513	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Arenicellales	 Arenicellaceae	 Arenicella	 Arenicella xantha
OTU01514	Bacteria	 Spirochaetota	 NA	 NA	 NA	 NA	 Spirochaetota bacterium
OTU01515	Bacteria	 Bacillota	 Tissierellia	 Tissierellales	 Peptoniphilaceae	 Finegoldia	 NA
OTU01516	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Blautia	 Blautia pseudococcoides
OTU01517	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Basfia	 NA
OTU01518	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Klebsiella	 Klebsiella sp. AS10
OTU01519	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Fusicatenibacter	 Fusicatenibacter sp. CLA-AA-H277
OTU01520	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Eubacteriales Family XIII. Incertae Sedis	 Anaerovorax	 Anaerovorax odorimutans
OTU01521	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Rhodanobacteraceae	 Dyella	 Dyella sp. RBB1W86
OTU01522	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Rhizobiaceae	 Rhizobium	 Rhizobium oryzihabitans
OTU01523	Bacteria	 Thermodesulfobacteriota	 Desulfobacteria	 Desulfobacterales	 NA	 NA	 Desulfobacterales bacterium
OTU01524	Bacteria	 Actinomycetota	 Actinomycetes	 Micrococcales	 Cellulomonadaceae	 Cellulomonas	 Cellulomonas sp. RIT-PI-Y
OTU01525	Bacteria	 Spirochaetota	 NA	 NA	 NA	 NA	 Spirochaetes bacterium GWF1_51_8
OTU01526	Bacteria	 Verrucomicrobiota	 NA	 NA	 NA	 NA	 Verrucomicrobiota bacterium
OTU01527	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas corrugata
OTU01528	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium sp. CAG:413
OTU01529	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. PB120
OTU01530	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas umsongensis
OTU01531	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Brucellaceae	 Brucella	 NA
OTU01532	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Diplocloster	 Diplocloster agilis
OTU01533	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Enterobacter	 Enterobacter sp. CP102
OTU01534	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium cylindrosporum
OTU01535	Bacteria	 Thermodesulfobacteriota	 Desulfobacteria	 Desulfobacterales	 Desulfobacteraceae	 Desulfobacula	 Desulfobacula phenolica
OTU01536	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Massilioclostridium	 Massilioclostridium coli
OTU01537	Bacteria	 Bacteroidota	 Cytophagia	 Cytophagales	 Cyclobacteriaceae	 Algoriphagus	 Algoriphagus hitonicola
OTU01538	Bacteria	 Actinomycetota	 Actinomycetes	 Micrococcales	 Microbacteriaceae	 Microbacterium	 Microbacterium sp. W2R
OTU01539	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas mucidolens
OTU01540	Bacteria	 Campylobacterota	 Epsilonproteobacteria	 Campylobacterales	 Campylobacteraceae	 Campylobacter	 Campylobacter coli
OTU01541	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Amorphaceae	 Acuticoccus	 Acuticoccus sp. I52.16.1
OTU01542	Eukaryota	 Oomycota	 NA	 Peronosporales	 Peronosporaceae	 Hyaloperonospora	 Hyaloperonospora brassicae
OTU01543	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 Burkholderia contaminans
OTU01544	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Parablautia	 Parablautia muri
OTU01545	Bacteria	 Bacteroidota	 Flavobacteriia	 Flavobacteriales	 Weeksellaceae	 Soonwooa	 Soonwooa buanensis
OTU01546	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp.
OTU01547	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Barnesiellaceae	 NA	 NA
OTU01548	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Pseudoflavonifractor	 Pseudoflavonifractor phocaeensis
OTU01549	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	 Mucilaginibacter sp.
OTU01550	Bacteria	 Bacteroidota	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium sp. SUN052
OTU01551	Eukaryota	 Ascomycota	 Pneumocystidomycetes	 Pneumocystidales	 Pneumocystidaceae	 Pneumocystis	 NA
OTU01552	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Candidatus Epulonipiscium	 Epulopiscium sp. Nele67-Bin005
OTU01553	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Peptostreptococcaceae	 NA	 NA
OTU01554	Bacteria	 Bacteroidota	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium hercynium
OTU01555	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Nitrosomonadales	 Gallionellaceae	 Candidatus Nitrotoga	 Candidatus Nitrotoga sp. HW29
OTU01556	Bacteria	 Bacteroidota	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium tagetis
OTU01557	Bacteria	 Bacillota	 Erysipelotrichia	 Erysipelotrichales	 Coprobacillaceae	 NA	 NA
OTU01558	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Anaerosolibacter	 Anaerosolibacter carboniphilus
OTU01559	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas costantinii
OTU01560	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. 14P_5.3_Bac1
OTU01561	Bacteria	 Bacteroidota	 Cytophagia	 Cytophagales	 Spirosomaceae	 Fibrella	 Fibrella rubiginis
OTU01562	Bacteria	 Chlamydiota	 Chlamydiia	 Parachlamydiales	 Parachlamydiaceae	 NA	 Parachlamydiaceae bacterium
OTU01563	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Oceanospirillales	 Oceanospirillaceae	 Bacterioplanes	 Bacterioplanes sanyensis
OTU01564	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	 Mucilaginibacter sp. L294
OTU01565	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	 Mucilaginibacter sp. E4BP6
OTU01566	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Fusobacteriaceae	 Fusobacterium	 Fusobacterium mortiferum
OTU01567	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Raoultella	 Raoultella ornithinolytica
OTU01568	Bacteria	 NA	 NA	 NA	 NA	 NA	 bacterium HR39
OTU01569	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Eubacteriaceae	 Eubacterium	 Eubacterium xylanophilum
OTU01570	Bacteria	 Bacillota	 NA	 NA	 NA	 NA	 Firmicutes bacterium ADurb.Bin300
OTU01571	Bacteria	 Bacteroidota	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Salegentibacter	 Salegentibacter sp. 24
OTU01572	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas syringae group genomosp. 3
OTU01573	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Blautia	 Blautia faecis
OTU01574	Eukaryota	 Haptophyta	 NA	 NA	 NA	 NA	 NA
OTU01575	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Candidatus Epulonipiscium	 Epulopiscium sp. Nele67-Bin004
OTU01576	Bacteria	 Bacteroidota	 Flavobacteriia	 Flavobacteriales	 Weeksellaceae	 Chryseobacterium	 Chryseobacterium sp. G0201
OTU01577	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	 Enterococcus sp. 669A
OTU01578	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Boseaceae	 Bosea	 Bosea sp. BIWAKO-01
OTU01579	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Caviibacterium	 Caviibacterium pharyngocola
OTU01580	Eukaryota	 Euglenozoa	 Kinetoplastea	 Trypanosomatida	 Trypanosomatidae	 Trypanosoma	 NA
OTU01581	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. Boi14
OTU01582	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Herbinix	 Herbinix hemicellulosilytica
OTU01583	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Phyllobacterium	 Phyllobacterium sp. SYP-B3895
OTU01584	Bacteria	 Bacillota	 Erysipelotrichia	 Erysipelotrichales	 Coprobacillaceae	 Coprobacillus	 Coprobacillus sp. AF02-13
OTU01585	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Rhizobiaceae	 Pseudorhizobium	 Pseudorhizobium marinum
OTU01586	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Moraxellales	 Moraxellaceae	 Acinetobacter	 Acinetobacter haemolyticus
OTU01587	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Mangrovibacter	 NA
OTU01588	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Thermoactinomycetaceae	 NA	 NA
OTU01589	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 NA	 NA	 Clostridiales bacterium PH28_bin88
OTU01590	Eukaryota	 Basidiomycota	 Agaricomycetes	 Boletales	 Astraeaceae	 Astraeus	 Astraeus odoratus
OTU01591	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 NA
OTU01592	Eukaryota	 Chlorophyta	 Trebouxiophyceae	 Chlorellales	 Chlorellaceae	 Chlorella	 NA
OTU01593	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 NA	 NA	 NA
OTU01594	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Sphingobacterium	 Sphingobacterium humi
OTU01595	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. NZIPFR-PS2
OTU01596	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Hafniaceae	 NA	 NA
OTU01597	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Caballeronia	 Caballeronia sp. GAFFF1
OTU01598	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Mesorhizobium	 NA
OTU01599	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. ICMP 460
OTU01600	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Abyssisolibacter	 Abyssisolibacter fermentans
OTU01601	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae	 Aromatoleum	 Aromatoleum evansii
OTU01602	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Hydrogeniiclostridium	 Hydrogeniiclostridium mannosilyticum
OTU01603	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 NA	 Muribaculaceae bacterium Isolate-013 (NCI)
OTU01604	Eukaryota	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Debaryomycetaceae	 Candida	 Candida oxycetoniae
OTU01605	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium magnum
OTU01606	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Yersiniaceae	 Rahnella	 Rahnella victoriana
OTU01607	Viruses	 Uroviricota	 Caudoviricetes	 NA	 NA	 Marthavirus	 NA
OTU01608	Eukaryota	 Chlorophyta	 Chloropicophyceae	 Chloropicales	 Chloropicaceae	 Chloropicon	 Chloropicon primus
OTU01609	Eukaryota	 Bacillariophyta	 Coscinodiscophyceae	 Chaetocerotales	 Chaetocerotaceae	 Chaetoceros	 Chaetoceros tenuissimus
OTU01610	Bacteria	 NA	 NA	 NA	 NA	 NA	 bacterium 0.1xD8-71
OTU01611	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 NA	 Lachnospiraceae bacterium M18-1
OTU01612	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Listeriaceae	 Listeria	 Listeria monocytogenes
OTU01613	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Bacillus sp. VT-16-64
OTU01614	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Eubacteriales Family XIII. Incertae Sedis	 Anaerovorax	 Anaerovorax sp. IOR16
OTU01615	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 NA	 [Eubacterium] rectale
OTU01616	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Inconstantimicrobium	 Inconstantimicrobium porci
OTU01617	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Pumilibacteraceae	 Pumilibacter	 Pumilibacter intestinalis
OTU01618	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Yersiniaceae	 Serratia	 Serratia sp. DD3
OTU01619	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Geosporobacter	 Geosporobacter ferrireducens
OTU01620	Bacteria	 Chloroflexota	 Anaerolineae	 Anaerolineales	 Anaerolineaceae	 Flexilinea	 Flexilinea flocculi
OTU01621	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Nitrobacteraceae	 NA	 NA
OTU01622	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia	 Escherichia albertii
OTU01623	Bacteria	 Bacteroidota	 Cytophagia	 Cytophagales	 Spirosomaceae	 Dyadobacter	 NA
OTU01624	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium vitabionis
OTU01625	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Bacillus tianshenii
OTU01626	Bacteria	 Bacteroidota	 Chitinophagia	 Chitinophagales	 Chitinophagaceae	 Flavihumibacter	 Flavihumibacter sp. CACIAM 22H1
OTU01627	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Ralstonia	 Ralstonia pickettii
OTU01628	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Pseudescherichia	 Pseudescherichia vulneris
OTU01629	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhodobacterales	 Paracoccaceae	 Paracoccus	 Paracoccus sulfuroxidans
OTU01630	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Methylobacteriaceae	 Methylobacterium	 NA
OTU01631	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Oceanospirillales	 Halomonadaceae	 Halomonas	 Halomonas olivaria
OTU01632	Bacteria	 Bacillota	 Negativicutes	 Selenomonadales	 NA	 NA	 Selenomonadales bacterium
OTU01633	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium argentinense
OTU01634	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium sp. AM33-3
OTU01635	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Eubacteriaceae	 Eubacterium	 Eubacterium sp. An11
OTU01636	Eukaryota	 Microsporidia	 NA	 NA	 Amphiacanthidae	 Amphiamblys	 Amphiamblys sp. WSBS2006
OTU01637	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	 Enterococcus hulanensis
OTU01638	Bacteria	 Actinomycetota	 Actinomycetes	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium animalis
OTU01639	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Lachnoclostridium	 Lachnoclostridium sp. An169
OTU01640	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter sp. R20-19
OTU01641	Eukaryota	 Ascomycota	 Saccharomycetes	 Saccharomycetales	 Saccharomycetaceae	 Saccharomyces	 Saccharomyces cerevisiae
OTU01642	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. BF-R-19
OTU01643	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Nitrosomonadales	 Gallionellaceae	 NA	 Gallionellaceae bacterium
OTU01644	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Cupriavidus	 NA
OTU01645	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Methylobacteriaceae	 Methylobacterium	 Methylobacterium persicinum
OTU01646	Bacteria	 Cyanobacteriota	 Cyanophyceae	 Chroococcales	 Aphanothecaceae	 Rubidibacter	 Rubidibacter lacunae
OTU01647	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. R5-89-07
OTU01648	Bacteria	 Bacteroidota	 NA	 NA	 NA	 NA	 Bacteroidota bacterium
OTU01649	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Aquamicrobium	 Aquamicrobium sp. LC103
OTU01650	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium algifaecis
OTU01651	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter nyackensis
OTU01652	Eukaryota	 Basidiomycota	 Agaricomycetes	 Russulales	 Bondarzewiaceae	 Bondarzewia	 Bondarzewia mesenterica
OTU01653	Eukaryota	 Zoopagomycota	 Entomophthoromycetes	 Entomophthorales	 Entomophthoraceae	 Massospora	 Massospora cicadina
OTU01654	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Raoultella	 Raoultella sp. NCTC 9187
OTU01655	Bacteria	 NA	 NA	 NA	 NA	 NA	 bacterium 1XD42-54
OTU01656	Bacteria	 Bacillota	 NA	 NA	 NA	 NA	 Firmicutes bacterium ADurb.Bin080
