	Domain	Phylum	Class	Order	Family	Genus	Species
OTU12502	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Brevundimonas	 Brevundimonas abyssalis
OTU12503	Bacteria	 Cyanobacteriota	 Cyanophyceae	 Synechococcales	 Synechococcaceae	 Synechococcus	 Synechococcus sp. C9
OTU12504	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Planococcaceae	 Planococcus	 Planococcus sp. REN8
OTU12505	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus lentus
OTU12506	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Comamonas	 Comamonas sp. CAH-2
OTU12507	Bacteria	 Actinomycetota	 Actinomycetes	 Pseudonocardiales	 Pseudonocardiaceae	 Lentzea	 Lentzea alba
OTU12508	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Halopseudomonas	 Pseudomonas denitrificans (nom. rej.)
OTU12509	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Ralstonia	 Ralstonia sp. ASV6
OTU12510	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 Sphingomonas sanxanigenens
OTU12511	Archaea	 Candidatus Micrarchaeota	 Candidatus Micrarchaeia	 Candidatus Anstonellales	 Candidatus Anstonellaceae	 Candidatus Anstonella	 Candidatus Anstonella stagnisolia
OTU12512	Bacteria	 Actinomycetota	 Actinomycetes	 Pseudonocardiales	 Pseudonocardiaceae	 Amycolatopsis	 Amycolatopsis rhizosphaerae
OTU12513	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Thiotrichales	 Thiotrichaceae	 Beggiatoa	 NA
OTU12514	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Vibrio	 Vibrio rotiferianus
OTU12515	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Oceanospirillales	 Halomonadaceae	 Halomonas	 Halomonas halocynthiae
OTU12516	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Morganellaceae	 Providencia	 Providencia sp. PROV069
OTU12517	Eukaryota	 Ascomycota	 Pezizomycetes	 Pezizales	 Morchellaceae	 Morchella	 NA
OTU12518	Bacteria	 Actinomycetota	 Actinomycetes	 Micrococcales	 Microbacteriaceae	 Microbacterium	 Microbacterium oryzae
OTU12519	Eukaryota	 Ascomycota	 Sordariomycetes	 Glomerellales	 Glomerellaceae	 Colletotrichum	 Colletotrichum siamense
OTU12520	Eukaryota	 Basidiomycota	 Agaricomycetes	 Cantharellales	 Ceratobasidiaceae	 NA	 NA
OTU12521	Bacteria	 Chloroflexota	 Chloroflexia	 NA	 NA	 NA	 Chloroflexia bacterium SDU3-3
OTU12522	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Variovorax	 Variovorax sp. JS1663
OTU12523	Eukaryota	 Mucoromycota	 Mortierellomycetes	 Mortierellales	 Mortierellaceae	 Haplosporangium	 NA
OTU12524	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Moraxellales	 Moraxellaceae	 Acinetobacter	 Acinetobacter chinensis
OTU12525	Eukaryota	 Mucoromycota	 Mortierellomycetes	 Mortierellales	 Mortierellaceae	 Podila	 Podila verticillata
OTU12526	Bacteria	 Candidatus Cloacimonadota	 NA	 NA	 NA	 NA	 Candidatus Cloacimonetes bacterium ADurb.Bin089
OTU12527	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Liquorilactobacillus	 NA
OTU12528	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Acidovorax	 Acidovorax sp. 69
OTU12529	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 NA	 NA	 NA	 Gammaproteobacteria bacterium HGW-Gammaproteobacteria-15
OTU12530	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Paraburkholderia	 Paraburkholderia eburnea
OTU12531	Bacteria	 Bacteroidota	 Chitinophagia	 Chitinophagales	 Chitinophagaceae	 Haoranjiania	 Haoranjiania flava
OTU12532	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Texcoconibacillus	 Texcoconibacillus texcoconensis
OTU12533	Bacteria	 Candidatus Omnitrophota	 NA	 NA	 NA	 NA	 Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_50_9
OTU12534	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Agrilactobacillus	 Agrilactobacillus composti
OTU12535	Eukaryota	 Ascomycota	 Eurotiomycetes	 Eurotiales	 Aspergillaceae	 Aspergillus	 Aspergillus tubingensis
OTU12536	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingobium	 Sphingobium sp. Sx8-8
OTU12537	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhodobacterales	 Paracoccaceae	 NA	 Rhodobacteraceae bacterium HLUCCA08
OTU12538	Bacteria	 Bacteroidota	 Cytophagia	 Cytophagales	 Roseivirgaceae	 Roseivirga	 Roseivirga ehrenbergii
OTU12539	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Caenimonas	 Caenimonas sp. DR4.4
OTU12540	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhodobacterales	 Paracoccaceae	 Paracoccus	 Paracoccus lichenicola
OTU12541	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Pseudoxanthomonas	 Pseudoxanthomonas sp. PXM04
OTU12542	Bacteria	 Candidatus Doudnabacteria	 NA	 NA	 NA	 NA	 Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_FULL_49_9
OTU12543	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Polynucleobacter	 Polynucleobacter sp. JS-Safj-400b-B2
OTU12544	Bacteria	 Bacillota	 NA	 NA	 NA	 NA	 Firmicutes bacterium HGW-Firmicutes-3
OTU12545	Bacteria	 Cyanobacteriota	 Cyanophyceae	 Pseudanabaenales	 Leptolyngbyaceae	 Leptolyngbya	 Leptolyngbya sp. Cla-17
OTU12546	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Achromobacter	 Achromobacter sp. DH1f
OTU12547	Eukaryota	 Mucoromycota	 Glomeromycetes	 Diversisporales	 Gigasporaceae	 Gigaspora	 Gigaspora margarita
OTU12548	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Candidatus Kleidoceria	 Candidatus Kleidoceria schneideri
OTU12549	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Mesorhizobium	 Mesorhizobium alhagi
OTU12550	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Yersiniaceae	 Serratia	 Serratia sp. JSRIV001
OTU12551	Eukaryota	 Ascomycota	 Arthoniomycetes	 Arthoniales	 Chrysotrichaceae	 Chrysothrix	 Chrysothrix sp. TS-e1954
OTU12552	Bacteria	 Actinomycetota	 Actinomycetes	 Micrococcales	 Microbacteriaceae	 Rathayibacter	 NA
OTU12553	Bacteria	 NA	 Candidatus Ozemobacteria	 NA	 Candidatus Ozemobacteraceae	 Candidatus Ozemobacter	 Candidatus Ozemobacter sibiricus
OTU12554	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Sutcliffiella	 Sutcliffiella horikoshii
OTU12555	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Psychrobacillus	 Psychrobacillus insolitus
OTU12556	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Enterobacter	 Enterobacter sp. I4
OTU12557	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Bacillus cytotoxicus
OTU12558	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Vibrio	 Vibrio japonicus
OTU12559	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Luteimonas	 Luteimonas granuli
OTU12560	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides sp. CAG:927
OTU12561	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Salmonella	 Salmonella sp. S105-04183
OTU12562	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Neisseriales	 Neisseriaceae	 Neisseria	 Neisseria sp. oral taxon 014
OTU12563	Bacteria	 Candidatus Aminicenantes	 NA	 NA	 NA	 NA	 Candidatus Aminicenantes bacterium RBG_16_66_30
OTU12564	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Sphaerotilaceae	 Aquincola	 Aquincola tertiaricarbonis
OTU12565	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. BF-R-05
OTU12566	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. FW305-3-2-15-C-R2A1
OTU12567	Bacteria	 Cyanobacteriota	 Cyanophyceae	 Oscillatoriales	 Oscillatoriaceae	 Phormidium	 Phormidium pseudopriestleyi
OTU12568	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. CAH-1
OTU12569	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Staphylococcaceae	 Mammaliicoccus	 Mammaliicoccus fleurettii
OTU12570	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Citrobacter	 Citrobacter sp. S44_ASV_140
OTU12571	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Acidobacteriaceae	 NA	 NA
OTU12572	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Achromobacter	 Achromobacter veterisilvae
OTU12573	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. VE 196-7
OTU12574	Bacteria	 Fibrobacterota	 Chitinispirillia	 Chitinispirillales	 Chitinispirillaceae	 Chitinispirillum	 Chitinispirillum alkaliphilum
OTU12575	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhodobacterales	 Paracoccaceae	 Thioclava	 Thioclava electrotropha
OTU12576	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Sporolactobacillaceae	 Sporolactobacillus	 Sporolactobacillus putidus
OTU12577	Eukaryota	 Ascomycota	 Eurotiomycetes	 Eurotiales	 Aspergillaceae	 Aspergillus	 Aspergillus novoparasiticus
OTU12578	Bacteria	 Bacillota	 Negativicutes	 Selenomonadales	 Sporomusaceae	 Thermosinus	 Thermosinus carboxydivorans
OTU12579	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Acidobacteriaceae	 Granulicella	 Granulicella pectinivorans
OTU12580	Bacteria	 Thermodesulfobacteriota	 Desulfuromonadia	 Desulfuromonadales	 Geopsychrobacteraceae	 Malonomonas	 Malonomonas rubra
OTU12581	Bacteria	 Deinococcota	 Deinococci	 Deinococcales	 Deinococcaceae	 Deinococcus	 Deinococcus marmoris
OTU12582	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Sphingobacterium	 Sphingobacterium sp. B29
OTU12583	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus corticis
OTU12584	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Halopseudomonas	 Halopseudomonas formosensis
OTU12585	Bacteria	 Deferribacterota	 Deferribacteres	 Deferribacterales	 Calditerrivibrionaceae	 Calditerrivibrio	 Calditerrivibrio nitroreducens
OTU12586	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Achromobacter	 Achromobacter sp. UMC46
OTU12587	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Lachnospiraceae	 Oribacterium	 Oribacterium sp. KHPX15
OTU12588	Bacteria	 Ignavibacteriota	 Ignavibacteria	 NA	 NA	 NA	 Ignavibacteria bacterium RBG_16_34_14
OTU12589	Bacteria	 Bacteroidota	 Cytophagia	 Cytophagales	 Hymenobacteraceae	 Hymenobacter	 Hymenobacter sp. NBH84
OTU12590	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Nitrobacteraceae	 Bradyrhizobium	 Bradyrhizobium sp. CCGUVB1N3
OTU12591	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Streptococcaceae	 Lactococcus	 Lactococcus laudensis
OTU12592	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Bacillus sp. AFS031507
OTU12593	Bacteria	 Chloroflexota	 Ktedonobacteria	 Ktedonobacterales	 Reticulibacteraceae	 Reticulibacter	 Reticulibacter mediterranei
OTU12594	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Bruguierivoracaceae	 Sodalis	 Sodalis sp. CWE
OTU12595	Bacteria	 Bacteroidota	 Flavobacteriia	 Flavobacteriales	 Weeksellaceae	 Kaistella	 Kaistella palustris
OTU12596	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Chromatiales	 Chromatiaceae	 NA	 NA
OTU12597	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Crassaminicella	 Crassaminicella profunda
OTU12598	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Fusobacteriaceae	 Psychrilyobacter	 NA
OTU12599	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Acetivibrio	 NA
OTU12600	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Alcaligenes	 Alcaligenes sp. NLF5-7
OTU12601	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Nitrobacteraceae	 Bradyrhizobium	 Bradyrhizobium sp. NAS80.1
OTU12602	Bacteria	 Bacteroidota	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium xinjiangense
OTU12603	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Alkalihalobacillus	 Alkalihalobacillus lonarensis
OTU12604	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Desulfitobacteriaceae	 Dehalobacter	 Dehalobacter restrictus
OTU12605	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus algorifonticola
OTU12606	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus pantholopis
OTU12607	Eukaryota	 Microsporidia	 NA	 NA	 Dubosqiidae	 Hamiltosporidium	 NA
OTU12608	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Janthinobacterium	 Janthinobacterium sp. HH106
OTU12609	Bacteria	 Bacteroidota	 Saprospiria	 Saprospirales	 Saprospiraceae	 Membranihabitans	 Membranihabitans marinus
OTU12610	Bacteria	 Bacteroidota	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Marixanthomonas	 NA
OTU12611	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium	 Novosphingobium sp. H3SJ31-1
OTU12612	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Kordiimonadales	 Kordiimonadaceae	 Kordiimonas	 NA
OTU12613	Bacteria	 Bacteroidota	 Cytophagia	 Cytophagales	 Cyclobacteriaceae	 NA	 Cyclobacteriaceae bacterium
OTU12614	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium saccharoperbutylacetonicum
OTU12615	Eukaryota	 Oomycota	 NA	 Lagenidiales	 Lagenidiaceae	 Lagenidium	 NA
OTU12616	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Hydrogenophaga	 Hydrogenophaga sp. IBVHS2
OTU12617	Bacteria	 Actinomycetota	 Actinomycetes	 Micrococcales	 Microbacteriaceae	 Microbacterium	 Microbacterium sp. HD4P20
OTU12618	Bacteria	 Bacillota	 Clostridia	 Moorellales	 Moorellaceae	 Thermanaeromonas	 Thermanaeromonas toyohensis
OTU12619	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Acidobacteriaceae	 Edaphobacter	 Edaphobacter sp. 4G125
OTU12620	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus equinus
OTU12621	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Roseobacter	 Roseobacter sp. MH60115
OTU12622	Bacteria	 Campylobacterota	 Epsilonproteobacteria	 Campylobacterales	 Sulfurovaceae	 Sulfurovum	 Sulfurovum sp.
OTU12623	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 NA	 Paucibacter	 Paucibacter aquatile
OTU12624	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Alteromonadales	 Pseudoalteromonadaceae	 Pseudoalteromonas	 Pseudoalteromonas atlantica
OTU12625	Bacteria	 Bacteroidota	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Sphingobacterium	 Sphingobacterium paucimobilis
OTU12626	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Methylobacteriaceae	 Methylobacterium	 Methylobacterium sp. W2
OTU12627	Bacteria	 Actinomycetota	 Actinomycetes	 Micrococcales	 Micrococcaceae	 Kocuria	 Kocuria indica
OTU12628	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Aurantimonadaceae	 Jiella	 Jiella flava
OTU12629	Bacteria	 Actinomycetota	 Actinomycetes	 Micromonosporales	 Micromonosporaceae	 Micromonospora	 Micromonospora sp. BL1
OTU12630	Bacteria	 Cyanobacteriota	 Cyanophyceae	 Oscillatoriales	 Oscillatoriaceae	 Oscillatoria	 Oscillatoria sp. HE19RPO
OTU12631	Eukaryota	 Heterolobosea	 NA	 NA	 Acrasidae	 Acrasis	 Acrasis rosea
OTU12632	Eukaryota	 Ascomycota	 Leotiomycetes	 Helotiales	 Drepanopezizaceae	 Diplocarpon	 Diplocarpon rosae
OTU12633	Eukaryota	 NA	 Raphidophyceae	 Chattonellales	 Chattonellaceae	 Chattonella	 Chattonella marina
OTU12634	Bacteria	 Bacteroidota	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium undicola
OTU12635	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Nitrobacteraceae	 Bradyrhizobium	 Bradyrhizobium denitrificans
OTU12636	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 Burkholderia glumae
OTU12637	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Hafniaceae	 Hafnia	 Hafnia sp. HMSC23F03
OTU12638	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Alicyclobacillaceae	 Tumebacillus	 Tumebacillus amylolyticus
OTU12639	Eukaryota	 Apicomplexa	 Conoidasida	 Eucoccidiorida	 Cryptosporidiidae	 Cryptosporidium	 Cryptosporidium ducismarci
OTU12640	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Acidobacteriaceae	 Granulicella	 Granulicella sp. dw_53
OTU12641	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 NA	 Tomitella	 Tomitella fengzijianii
OTU12642	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Rhodoferax	 Rhodoferax ferrireducens
OTU12643	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Gracilibacillus	 Gracilibacillus dipsosauri
OTU12644	Bacteria	 Bacteroidota	 Flavobacteriia	 Flavobacteriales	 Weeksellaceae	 Chryseobacterium	 Chryseobacterium manosquense
OTU12645	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lacticaseibacillus	 Lacticaseibacillus songhuajiangensis
OTU12646	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Neobacillus	 Neobacillus rhizosphaerae
OTU12647	Archaea	 Euryarchaeota	 Halobacteria	 Natrialbales	 Natrialbaceae	 Saliphagus	 Saliphagus sp. WLHSJ1
OTU12648	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Nocardiaceae	 Rhodococcus	 Rhodococcus pyridinivorans
OTU12649	Bacteria	 Cyanobacteriota	 Cyanophyceae	 Pseudanabaenales	 Pseudanabaenaceae	 Pseudanabaena	 NA
OTU12650	Bacteria	 NA	 NA	 NA	 NA	 NA	 Patescibacteria group bacterium
OTU12651	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Anaerobacillus	 NA
OTU12652	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus illinoisensis
OTU12653	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 Burkholderia sp. USMB20
OTU12654	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Rhodanobacteraceae	 Rhodanobacter	 Rhodanobacter sp. OR87
OTU12655	Bacteria	 NA	 Deltaproteobacteria	 NA	 NA	 NA	 delta proteobacterium MLS_D
OTU12656	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 NA	 Candidatus Competibacteraceae	 Candidatus Contendobacter	 Candidatus Contendobacter sp.
OTU12657	Eukaryota	 Basidiomycota	 Pucciniomycetes	 Pucciniales	 Melampsoraceae	 Melampsora	 NA
OTU12658	Bacteria	 Thermodesulfobacteriota	 Desulfuromonadia	 Geobacterales	 Geobacteraceae	 Geomonas	 Geomonas agri
OTU12659	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	 Sphingomonas sp. Leaf257
OTU12660	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Morganellaceae	 Xenorhabdus	 Xenorhabdus griffiniae
OTU12661	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium sp. NCR
OTU12662	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Paenibacillaceae	 Brevibacillus	 Brevibacillus reuszeri
OTU12663	Bacteria	 Actinomycetota	 Actinomycetes	 Kitasatosporales	 Streptomycetaceae	 Streptomyces	 Streptomyces griseoluteus
OTU12664	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Brevundimonas	 Brevundimonas basaltis
OTU12665	Bacteria	 Actinomycetota	 Actinomycetes	 Micrococcales	 Cellulomonadaceae	 Cellulomonas	 Cellulomonas massiliensis
OTU12666	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Chromatiales	 Chromatiaceae	 Arsukibacterium	 Arsukibacterium indicum
OTU12667	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Hyphomicrobiales	 Methylobacteriaceae	 Methylobacterium	 Methylobacterium sp. J-070
OTU12668	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Vibrio	 Vibrio campbellii
OTU12669	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas guariconensis
OTU12670	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Desulfotomaculaceae	 Pelotomaculum	 Pelotomaculum sp. FP
OTU12671	Bacteria	 Bacteroidota	 Bacteroidia	 Marinilabiliales	 Marinifilaceae	 Labilibaculum	 Labilibaculum filiforme
OTU12672	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. NFACC13-1
OTU12673	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Achromobacter	 Achromobacter sp. 2789STDY5608621
OTU12674	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Clostridiaceae	 Marinisporobacter	 Marinisporobacter balticus
OTU12675	Eukaryota	 Basidiomycota	 Agaricomycetes	 Boletales	 Boletaceae	 NA	 NA
OTU12676	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Moraxellales	 Moraxellaceae	 Acinetobacter	 Acinetobacter sp. WC-323
OTU12677	Bacteria	 Actinomycetota	 Actinomycetes	 Micrococcales	 Microbacteriaceae	 Microbacterium	 Microbacterium sp. MYb62
OTU12678	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Bacillus carboniphilus
OTU12679	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Limnobacter	 NA
OTU12680	Eukaryota	 Mucoromycota	 Mucoromycetes	 Mucorales	 Phycomycetaceae	 Phycomyces	 NA
OTU12681	Bacteria	 Deinococcota	 Deinococci	 Deinococcales	 Deinococcaceae	 Deinococcus	 Deinococcus peraridilitoris
OTU12682	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas sp. NBRC 111126
OTU12683	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Planococcaceae	 Sporosarcina	 Sporosarcina sp. resist
OTU12684	Bacteria	 Bacillota	 Clostridia	 Eubacteriales	 Oscillospiraceae	 NA	 Ruminococcaceae bacterium AF10-16
OTU12685	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas uvaldensis
OTU12686	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Maricaulales	 Robiginitomaculaceae	 Robiginitomaculum	 Robiginitomaculum sp.
OTU12687	Bacteria	 Bacteroidota	 Chitinophagia	 Chitinophagales	 Chitinophagaceae	 Sediminibacterium	 Sediminibacterium roseum
OTU12688	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Sphaerotilaceae	 Roseateles	 Roseateles depolymerans
OTU12689	Bacteria	 Pseudomonadota	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Massilia	 Massilia arenae
OTU12690	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Photobacterium	 Photobacterium sanguinicancri
OTU12691	Bacteria	 Cyanobacteriota	 Cyanophyceae	 Oscillatoriales	 Laspinemataceae	 Laspinema	 Laspinema sp. D2d
OTU12692	Bacteria	 Bacillota	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus terrae
